pert_id,pert_iname,n_sig,n_cell,senmayo_mean_z,sign_consistency,z_vs_null,reversal_score,p_perm,fdr,moa,target,clinical_phase,rank,percentile
BRD-K78518750,BRD-K78518750,4,2,-0.16209692,1.0,-1.4368325,1.4368325,0.14842578710644677,0.3954617012234438,,,,3093,85.478191464388
BRD-K44136596,HTS-12264SC,13,9,-0.03666463,0.5555555555555556,-1.4362822,1.4362822,0.1424287856071964,0.3861495296140117,,,,3094,85.47349640828207
BRD-K24084946,BRD-K24084946,2,1,-0.17264324,,-1.4362688,1.4362688,0.1519240379810095,0.3997813299922809,,,,3095,85.46880135217616
BRD-K37316675,BRD-K37316675,4,3,0.051001612,0.6666666666666666,-1.4360973,1.4360973,0.14992503748125938,0.3970226747871868,,,,3096,85.46410629607024
BRD-K32330832,VER-155008,59,51,0.0090924185,0.5294117647058824,-1.4359704,1.4359704,0.14592703648175911,0.3915963147316351,HSP inhibitor,HSPA1A,Preclinical,3097,85.45941123996433
BRD-A01999384,BRD-A01999384,12,8,-0.11898937,0.75,-1.435558,1.435558,0.14992503748125938,0.3970226747871868,,,,3098,85.45471618385841
BRD-K35900085,BRD-K35900085,5,5,-0.109800726,1.0,-1.4352481,1.4352481,0.15142428785607195,0.3990085249346129,,,,3099,85.45002112775248
BRD-K71013094,neomycin,3,2,-0.055533078,0.5,-1.43517,1.43517,0.1454272863568216,0.39069825581659223,bacterial 30S ribosomal subunit inhibitor,CXCR4,Launched,3100,85.44532607164655
BRD-K77918164,BRD-K77918164,2,1,-0.028479813,,-1.4347793,1.4347793,0.14442778610694654,0.38948688481791016,,,,3101,85.44063101554063
BRD-K68095457,palmitoylethanolamide,61,15,-0.03964941,0.8,-1.4343,1.4343,0.15692153923038482,0.4062564560675782,cannabinoid receptor agonist,CNR2|GPR119|GPR55,Launched,3102,85.43593595943472
BRD-K77700305,BRD-K77700305,3,2,-0.053299695,1.0,-1.4341842,1.4341842,0.14042978510744628,0.3831685873691389,,,,3103,85.4312409033288
BRD-K74009886,BRD-K74009886,2,1,-0.07221204,,-1.4339578,1.4339578,0.15142428785607195,0.3990085249346129,,,,3104,85.42654584722287
BRD-K50330857,BRD-K50330857,2,2,-0.15623441,1.0,-1.4333489,1.4333489,0.15642178910544727,0.40560356539529113,,,,3105,85.42185079111695
BRD-K89998644,BRD-K89998644,2,1,-0.034979213,,-1.4327508,1.4327508,0.15942028985507245,0.4102323007881102,,,,3106,85.41715573501104
BRD-K31444894,SA-1921867,20,7,-0.014643077,0.5714285714285714,-1.4324101,1.4324101,0.1519240379810095,0.3997813299922809,,,,3107,85.4124606789051
BRD-K80213755,BRD-K80213755,4,3,-0.13119534,1.0,-1.4322722,1.4322722,0.14992503748125938,0.3970226747871868,,,,3108,85.40776562279919
BRD-K71571889,BRD-K71571889,6,5,-0.07041899,0.8,-1.4320364,1.4320364,0.1519240379810095,0.3997813299922809,,,,3109,85.40307056669327
BRD-K76876037,BRD-K76876037,11,8,-0.008633657,0.625,-1.431777,1.431777,0.15292353823088456,0.4004817952513968,,,,3110,85.39837551058736
BRD-K26273696,BRD-K26273696,3,2,-0.05904016,0.5,-1.4312838,1.4312838,0.14342828585707146,0.38787189696162583,,,,3111,85.39368045448144
BRD-K73947551,amifostine,58,4,0.021729462,0.75,-1.4309801,1.4309801,0.15292353823088456,0.4004817952513968,reducing agent,ALPPL2|ENPP1,Launched,3112,85.38898539837551
BRD-K44878494,BRD-K44878494,15,8,-0.0217101,0.625,-1.4309361,1.4309361,0.15342328835582209,0.40100167121004476,,,,3113,85.38429034226958
BRD-K73919378,BRD-K73919378,5,5,-0.043378636,0.6,-1.4308016,1.4308016,0.14792603698150925,0.39487111939706293,,,,3114,85.37959528616366
BRD-K78908189,BRD-K78908189,2,1,-0.12518395,,-1.4305477,1.4305477,0.14642678660669664,0.39244295053932704,,,,3115,85.37490023005775
BRD-U85918428,EX-527,6,3,-0.034267772,1.0,-1.4298998,1.4298998,0.1424287856071964,0.3861495296140117,SIRT inhibitor,SIRT1,Phase 2,3116,85.37020517395183
BRD-K40087764,BRD-K40087764,6,5,-0.13970341,1.0,-1.4298335,1.4298335,0.15542228885557222,0.4039955248150882,,,,3117,85.36551011784591
BRD-K04230416,BRD-K04230416,6,5,-0.024902195,0.6,-1.4294968,1.4294968,0.15142428785607195,0.3990085249346129,,,,3118,85.36081506174
BRD-K60737413,BRD-K60737413,5,5,-0.10502325,1.0,-1.4294426,1.4294426,0.15242378810594703,0.40020639335164765,,,,3119,85.35612000563407
BRD-K90341035,BRD-K90341035,3,3,-0.11441022,0.6666666666666666,-1.429326,1.429326,0.15242378810594703,0.40020639335164765,,,,3120,85.35142494952814
BRD-K16803204,filgotinib,42,7,-0.07649231,0.8571428571428571,-1.4291731,1.4291731,0.14492753623188406,0.39009371846365454,JAK inhibitor,JAK1|JAK2|JAK3|TYK2,Phase 3,3121,85.34672989342222
BRD-K26756394,VE-821,114,19,-0.05867802,0.6842105263157895,-1.4291002,1.4291002,0.15242378810594703,0.40020639335164765,ATR kinase inhibitor,ATR,Preclinical,3122,85.3420348373163
BRD-K60595964,BRD-K60595964,3,3,-0.16116798,0.6666666666666666,-1.4287376,1.4287376,0.15342328835582209,0.40100167121004476,,,,3123,85.33733978121039
BRD-K50670216,BRD-K50670216,2,1,-0.04634418,,-1.4286697,1.4286697,0.1549225387306347,0.40333640782591224,,,,3124,85.33264472510447
BRD-K44897098,BRD-K44897098,4,3,-0.06572913,1.0,-1.4280238,1.4280238,0.15292353823088456,0.4004817952513968,,,,3125,85.32794966899854
BRD-K61776649,BRD-K61776649,9,6,0.006032315,0.6666666666666666,-1.4277225,1.4277225,0.15742128935532235,0.4068579106879032,,,,3126,85.32325461289263
BRD-K25469705,BRD-K25469705,2,1,-0.07228696,,-1.427148,1.427148,0.1489255372313843,0.3958523670898857,,,,3127,85.3185595567867
BRD-K72449498,BRD-K72449498,6,5,-0.075244926,0.6,-1.427107,1.427107,0.1504247876061969,0.39760456083698037,,,,3128,85.31386450068078
BRD-A72163687,DAC-009,20,2,-0.08313081,1.0,-1.4266801,1.4266801,0.15442278860569716,0.40262589968328366,,,,3129,85.30916944457486
BRD-K00141503,BRD-K00141503,12,7,-0.03167088,0.7142857142857143,-1.4260403,1.4260403,0.15242378810594703,0.40020639335164765,,,,3130,85.30447438846895
BRD-K72061918,BRD-K72061918,3,3,-0.16623148,0.6666666666666666,-1.4255571,1.4255571,0.1539230384807596,0.40176553879922783,,,,3131,85.29977933236303
BRD-K38748890,BRD-K38748890,2,2,-0.11167928,1.0,-1.4250393,1.4250393,0.14642678660669664,0.39244295053932704,,,,3132,85.2950842762571
BRD-K84260700,BRD-K84260700,2,1,-0.0752978,,-1.4247738,1.4247738,0.1619190404797601,0.4139615464144053,,,,3133,85.29038922015117
BRD-K81019664,BRD-K81019664,5,5,-0.086452544,0.6,-1.4244914,1.4244914,0.1469265367316342,0.39338633637298265,,,,3134,85.28569416404525
BRD-K05778745,BRD-K05778745,10,7,-0.06125556,0.7142857142857143,-1.4244106,1.4244106,0.1619190404797601,0.4139615464144053,,,,3135,85.28099910793934
BRD-K94441233,mevastatin,30,13,-0.013734455,0.6153846153846154,-1.4238882,1.4238882,0.15542228885557222,0.4039955248150882,HMGCR inhibitor,HMGCR,Preclinical,3136,85.27630405183342
BRD-K20923001,BRD-K20923001,12,8,0.020259243,0.5,-1.4237546,1.4237546,0.15642178910544727,0.40560356539529113,,,,3137,85.2716089957275
BRD-K76166520,BRD-K76166520,2,1,-0.10637461,,-1.4230297,1.4230297,0.16391804097951024,0.41672121685636054,,,,3138,85.26691393962157
BRD-K30854557,BRD-K30854557,6,5,-0.045995552,0.8,-1.4224205,1.4224205,0.14942528735632185,0.39653740286597294,,,,3139,85.26221888351566
BRD-K61615367,BRD-K61615367,5,5,-0.099497415,0.6,-1.4222152,1.4222152,0.1539230384807596,0.40176553879922783,,,,3140,85.25752382740974
BRD-K52124071,BRD-K52124071,3,2,-0.04140945,1.0,-1.4218822,1.4218822,0.1539230384807596,0.40176553879922783,,,,3141,85.25282877130383
BRD-K58791909,BRD-K58791909,5,5,-0.08748927,0.8,-1.4217404,1.4217404,0.16241879060469766,0.4146419538642522,,,,3142,85.2481337151979
BRD-K66808842,BRD-K66808842,5,5,-0.053270895,0.8,-1.4213039,1.4213039,0.15692153923038482,0.4062564560675782,,,,3143,85.24343865909198
BRD-K65037509,BRD-K65037509,11,6,-0.08883003,0.8333333333333334,-1.4212648,1.4212648,0.15642178910544727,0.40560356539529113,,,,3144,85.23874360298606
BRD-K93679872,BRD-K93679872,6,5,0.024383852,0.6,-1.4207346,1.4207346,0.16041979010494753,0.4116603746319611,,,,3145,85.23404854688013
BRD-K32916048,BRD-K32916048,2,1,-0.035237137,,-1.4201124,1.4201124,0.1539230384807596,0.40176553879922783,,,,3146,85.22935349077422
BRD-K70131229,glucosamine,6,3,-0.073719695,0.6666666666666666,-1.4200367,1.4200367,0.14342828585707146,0.38787189696162583,glycosylated protein precursor,IL1B,Launched,3147,85.22465843466829
BRD-K60308664,BRD-K60308664,6,5,-0.031352047,0.8,-1.4199548,1.4199548,0.15742128935532235,0.4068579106879032,,,,3148,85.21996337856237
BRD-K99450499,BRD-K99450499,5,5,-0.009952116,0.6,-1.4191525,1.4191525,0.15142428785607195,0.3990085249346129,,,,3149,85.21526832245645
BRD-K12034365,BRD-K12034365,2,2,-0.02814742,0.5,-1.4191078,1.4191078,0.15992003998001,0.4112698540852733,,,,3150,85.21057326635054
BRD-K08805764,BRD-K08805764,2,1,-0.16560814,,-1.4190578,1.4190578,0.15792103948025987,0.4076054556337924,,,,3151,85.2058782102446
BRD-K12309677,BRD-K12309677,2,1,-0.11339141,,-1.4188725,1.4188725,0.15692153923038482,0.4062564560675782,,,,3152,85.20118315413869
BRD-K78395012,BRD-K78395012,1,1,-0.078919254,,-1.4186548,1.4186548,0.15292353823088456,0.4004817952513968,,,,3153,85.19648809803277
BRD-K31220088,BRD-K31220088,4,3,-0.05712591,0.6666666666666666,-1.418636,1.418636,0.15742128935532235,0.4068579106879032,,,,3154,85.19179304192686
BRD-K68690449,BRD-K68690449,2,1,-0.13703321,,-1.4184816,1.4184816,0.1549225387306347,0.40333640782591224,,,,3155,85.18709798582094
BRD-K61079130,BRD-K61079130,2,2,-0.112847194,1.0,-1.4184295,1.4184295,0.15542228885557222,0.4039955248150882,,,,3156,85.18240292971501
BRD-A09164687,BRD-A09164687,17,13,-0.050093647,0.6153846153846154,-1.4179299,1.4179299,0.1504247876061969,0.39760456083698037,,,,3157,85.1777078736091
BRD-K52044217,BRD-K52044217,6,5,-0.06470579,0.8,-1.4176581,1.4176581,0.14442778610694654,0.38948688481791016,,,,3158,85.17301281750316
BRD-K19108281,BRD-K19108281,4,3,-0.17299767,1.0,-1.4176284,1.4176284,0.15342328835582209,0.40100167121004476,,,,3159,85.16831776139725
BRD-K80832690,BRD-K80832690,4,2,-0.08301422,1.0,-1.4174731,1.4174731,0.15342328835582209,0.40100167121004476,,,,3160,85.16362270529133
BRD-K50298819,BRD-K50298819,6,5,-0.08916797,0.8,-1.4172951,1.4172951,0.1424287856071964,0.3861495296140117,,,,3161,85.15892764918542
BRD-K63399564,BRD-K63399564,13,9,0.006010712,0.6666666666666666,-1.4164634,1.4164634,0.16391804097951024,0.41672121685636054,,,,3162,85.15423259307948
BRD-K21537090,BRD-K21537090,5,5,-0.08758147,0.6,-1.4164414,1.4164414,0.15642178910544727,0.40560356539529113,,,,3163,85.14953753697357
BRD-K96207987,BRD-K96207987,4,3,0.023753017,0.6666666666666666,-1.4163319,1.4163319,0.1584207896051974,0.4083015970233663,,,,3164,85.14484248086764
BRD-K02269790,BRD-K02269790,12,3,0.011738737,0.6666666666666666,-1.4163086,1.4163086,0.15642178910544727,0.40560356539529113,,,,3165,85.14014742476172
BRD-K08607084,BRD-K08607084,4,2,-0.16203517,1.0,-1.4160714,1.4160714,0.15592203898050974,0.4049486048342735,,,,3166,85.1354523686558
BRD-K06555716,BRD-K06555716,13,9,-0.038445327,0.6666666666666666,-1.4156847,1.4156847,0.15292353823088456,0.4004817952513968,,,,3167,85.13075731254989
BRD-K59680547,BRD-K59680547,2,1,-0.101698846,,-1.4151049,1.4151049,0.16441779110444776,0.41729439141249197,,,,3168,85.12606225644397
BRD-K87904079,BRD-K87904079,3,2,-0.06345345,0.5,-1.41507,1.41507,0.15792103948025987,0.4076054556337924,,,,3169,85.12136720033806
BRD-K30958640,BRD-K30958640,17,13,-0.021454558,0.5384615384615384,-1.4150544,1.4150544,0.15542228885557222,0.4039955248150882,,,,3170,85.11667214423213
BRD-K54211867,BRD-K54211867,3,3,-0.16185108,1.0,-1.4143099,1.4143099,0.15592203898050974,0.4049486048342735,,,,3171,85.1119770881262
BRD-K77835518,BRD-K77835518,4,3,-0.034640167,0.6666666666666666,-1.4139296,1.4139296,0.15442278860569716,0.40262589968328366,,,,3172,85.10728203202028
BRD-K32234234,BRD-K32234234,4,3,-0.16648217,0.6666666666666666,-1.4136758,1.4136758,0.1664167916041979,0.4200155521243999,,,,3173,85.10258697591436
BRD-K87801302,BRD-K87801302,5,5,0.0137370825,0.6,-1.4134341,1.4134341,0.16241879060469766,0.4146419538642522,,,,3174,85.09789191980845
BRD-K58524976,BRD-K58524976,2,1,-0.081211954,,-1.413065,1.413065,0.15092453773113443,0.3985792596572142,,,,3175,85.09319686370253
BRD-K18187596,BRD-K18187596,2,1,-0.16607611,,-1.4127853,1.4127853,0.1584207896051974,0.4083015970233663,,,,3176,85.0885018075966
BRD-K91184774,BRD-K91184774,13,9,-0.08042756,0.6666666666666666,-1.4126213,1.4126213,0.1519240379810095,0.3997813299922809,,,,3177,85.08380675149067
BRD-K22931010,KM-00519SC,13,9,0.016728463,0.6666666666666666,-1.412617,1.412617,0.1584207896051974,0.4083015970233663,,,,3178,85.07911169538475
BRD-K48059230,YM-298198,15,8,-0.04016503,0.5,-1.4120948,1.4120948,0.16041979010494753,0.4116603746319611,glutamate receptor antagonist,GRM1,Preclinical,3179,85.07441663927884
BRD-M68558198,BRD-M68558198,6,3,-0.038975637,0.6666666666666666,-1.411629,1.411629,0.1584207896051974,0.4083015970233663,,,,3180,85.06972158317292
BRD-K83153774,mirtazapine,11,8,-0.008896674,0.625,-1.4110588,1.4110588,0.16591704147926037,0.4193505478185317,adrenergic receptor antagonist|serotonin receptor antagonist,ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C,Launched,3181,85.065026527067
BRD-K32759520,BRD-K32759520,6,5,-0.029719094,0.8,-1.4108943,1.4108943,0.15292353823088456,0.4004817952513968,,,,3182,85.06033147096107
BRD-K91047982,BRD-K91047982,18,14,-0.12461299,0.8571428571428571,-1.410214,1.410214,0.15942028985507245,0.4102323007881102,,,,3183,85.05563641485516
BRD-K54360306,BRD-K54360306,3,3,-0.12914594,1.0,-1.4101363,1.4101363,0.14742628685657172,0.39427831287771486,,,,3184,85.05094135874924
BRD-K27074404,BRD-K27074404,15,8,-0.010570533,0.5,-1.409985,1.409985,0.16241879060469766,0.4146419538642522,,,,3185,85.04624630264331
BRD-A39996500,radicicol,297,16,-0.023670135,0.75,-1.4097553,1.4097553,0.1619190404797601,0.4139615464144053,,,,3186,85.0415512465374
BRD-K70693222,BRD-K70693222,27,9,-0.035088483,0.7777777777777778,-1.4092426,1.4092426,0.16891554222888555,0.4232128142492687,,,,3187,85.03685619043148
BRD-K72636868,BRD-K72636868,3,3,-0.082527846,1.0,-1.4091611,1.4091611,0.16091954022988506,0.41264450847054196,,,,3188,85.03216113432556
BRD-K39894071,BRD-K39894071,4,3,0.0794206,0.6666666666666666,-1.4088179,1.4088179,0.15292353823088456,0.4004817952513968,,,,3189,85.02746607821963
BRD-K94250811,BRD-K94250811,5,5,0.013591626,0.6,-1.4086821,1.4086821,0.16391804097951024,0.41672121685636054,,,,3190,85.0227710221137
BRD-K87112191,PP242,6,1,-0.044929665,,-1.4085618,1.4085618,0.15992003998001,0.4112698540852733,mTOR inhibitor,MTOR|PASK,Preclinical,3191,85.01807596600779
BRD-K68937023,BRD-K68937023,4,2,-0.11103336,0.5,-1.4082286,1.4082286,0.16841579210394803,0.4224079081514353,,,,3192,85.01338090990187
BRD-K79750489,BRD-K79750489,2,1,-0.09421449,,-1.4080187,1.4080187,0.15642178910544727,0.40560356539529113,,,,3193,85.00868585379595
BRD-K20159808,BRD-K20159808,2,1,-0.08637467,,-1.4075716,1.4075716,0.16541729135432284,0.4187831794313232,,,,3194,85.00399079769004
BRD-K98950492,BRD-K98950492,2,1,-0.13175933,,-1.4073837,1.4073837,0.15242378810594703,0.40020639335164765,,,,3195,84.99929574158412
BRD-K25991148,warfarin,18,14,-0.057729457,0.7142857142857143,-1.4071945,1.4071945,0.16141929035482258,0.4134779874043736,vitamin K antagonist,VKORC1,Launched,3196,84.99460068547819
BRD-K72072919,BRD-K72072919,6,5,-0.014319624,0.6,-1.4071299,1.4071299,0.15242378810594703,0.40020639335164765,,,,3197,84.98990562937227
BRD-K45532244,BRD-K45532244,5,5,-0.05176251,0.8,-1.407076,1.407076,0.15142428785607195,0.3990085249346129,,,,3198,84.98521057326636
BRD-K85937960,BRD-K85937960,12,8,0.0118802255,0.625,-1.4060483,1.4060483,0.16391804097951024,0.41672121685636054,,,,3199,84.98051551716043
BRD-K35854261,BRD-K35854261,2,1,-0.24579787,,-1.4056662,1.4056662,0.1629185407296352,0.41551933888163095,,,,3200,84.97582046105451
BRD-K46625679,MW-STK33-97,32,2,-0.07288274,1.0,-1.4055843,1.4055843,0.16441779110444776,0.41729439141249197,,,,3201,84.9711254049486
BRD-K17754811,BRD-K17754811,13,9,-0.082446605,0.7777777777777778,-1.4047425,1.4047425,0.15542228885557222,0.4039955248150882,,,,3202,84.96643034884266
BRD-K42466986,BRD-K42466986,3,2,0.044965748,0.5,-1.4047071,1.4047071,0.16041979010494753,0.4116603746319611,,,,3203,84.96173529273675
BRD-K87373784,BRD-K87373784,2,1,-0.062552765,,-1.4046714,1.4046714,0.16491754122938532,0.4180645930307877,,,,3204,84.95704023663082
BRD-K99469929,BRD-K99469929,3,2,-0.034295935,0.5,-1.404669,1.404669,0.15242378810594703,0.40020639335164765,,,,3205,84.9523451805249
BRD-K44878051,BRD-K44878051,3,3,-0.08860936,0.6666666666666666,-1.4043361,1.4043361,0.16691654172913542,0.4206786678841386,,,,3206,84.94765012441898
BRD-K98814272,BRD-K98814272,2,1,-0.06521428,,-1.4042934,1.4042934,0.15742128935532235,0.4068579106879032,,,,3207,84.94295506831307
BRD-K20168442,vecuronium,13,9,-0.015191661,0.5555555555555556,-1.404046,1.404046,0.15142428785607195,0.3990085249346129,acetylcholine receptor antagonist,CHRNA2,Launched,3208,84.93826001220714
BRD-K35304243,BRD-K35304243,3,3,-0.045078307,0.6666666666666666,-1.4039347,1.4039347,0.15742128935532235,0.4068579106879032,,,,3209,84.93356495610122
BRD-A81585303,acadesine,6,3,-0.1374329,1.0,-1.4035095,1.4035095,0.1634182908545727,0.4160963750043687,AMPK activator,,Phase 3,3210,84.9288698999953
BRD-A71262238,nafadotride,32,13,0.010264549,0.5384615384615384,-1.4030613,1.4030613,0.15342328835582209,0.40100167121004476,dopamine receptor antagonist,DRD2|DRD3|HTR1A,Preclinical,3211,84.92417484388939
BRD-K47994485,BRD-K47994485,3,2,-0.08169703,1.0,-1.402759,1.402759,0.1584207896051974,0.4083015970233663,,,,3212,84.91947978778347
BRD-K23558120,SA-1459963,19,7,-0.082627594,0.7142857142857143,-1.4026743,1.4026743,0.16691654172913542,0.4206786678841386,,,,3213,84.91478473167754
BRD-A19736161,ondansetron,85,11,-0.038964774,0.6363636363636364,-1.4025784,1.4025784,0.15692153923038482,0.4062564560675782,serotonin receptor antagonist,HTR3A|HTR3B,Launched,3214,84.91008967557163
BRD-K69075782,BRD-K69075782,10,7,-0.049758416,0.7142857142857143,-1.4023405,1.4023405,0.17191404297851073,0.42750697039104496,,,,3215,84.9053946194657
BRD-K85568664,BRD-K85568664,2,1,-0.059067745,,-1.4018859,1.4018859,0.16441779110444776,0.41729439141249197,,,,3216,84.90069956335978
BRD-K54635843,BRD-K54635843,6,6,0.008736705,0.6666666666666666,-1.4018809,1.4018809,0.1634182908545727,0.4160963750043687,,,,3217,84.89600450725386
BRD-K07734969,BRD-K07734969,4,2,-0.03905316,0.5,-1.4018276,1.4018276,0.1584207896051974,0.4083015970233663,,,,3218,84.89130945114795
BRD-K12513978,fenbufen,26,13,-0.02782584,0.5384615384615384,-1.4014683,1.4014683,0.16691654172913542,0.4206786678841386,cyclooxygenase inhibitor,PTGS1|PTGS2,Launched,3219,84.88661439504202
BRD-K91720591,BRD-K91720591,2,1,-0.075920075,,-1.4011803,1.4011803,0.15342328835582209,0.40100167121004476,,,,3220,84.8819193389361
BRD-K96742509,BRD-K96742509,5,4,-0.019036334,0.75,-1.4002169,1.4002169,0.1664167916041979,0.4200155521243999,,,,3221,84.87722428283018
BRD-K73952419,BRD-K73952419,4,2,-0.0029150923,0.5,-1.3991892,1.3991892,0.16491754122938532,0.4180645930307877,,,,3222,84.87252922672425
BRD-K82255054,propofol,23,13,-0.036795344,0.6153846153846154,-1.3990899,1.3990899,0.16041979010494753,0.4116603746319611,benzodiazepine receptor agonist,FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|SCN2A|SCN4A,Launched,3223,84.86783417061834
BRD-K08394807,BRD-K08394807,2,1,-0.08941465,,-1.398614,1.398614,0.15692153923038482,0.4062564560675782,,,,3224,84.86313911451242
BRD-K27711805,BRD-K27711805,5,5,-0.04755998,0.8,-1.3980827,1.3980827,0.16391804097951024,0.41672121685636054,,,,3225,84.8584440584065
BRD-K51662742,BRD-K51662742,2,1,-0.07340774,,-1.3975222,1.3975222,0.15242378810594703,0.40020639335164765,,,,3226,84.85374900230059
BRD-K02694971,BRD-K02694971,4,3,-0.07895291,0.6666666666666666,-1.3974797,1.3974797,0.16891554222888555,0.4232128142492687,,,,3227,84.84905394619466
BRD-K39947788,BRD-K39947788,4,2,-0.09609196,1.0,-1.3973826,1.3973826,0.15742128935532235,0.4068579106879032,,,,3228,84.84435889008873
BRD-K75458636,BRD-K75458636,17,13,-0.031343702,0.7692307692307693,-1.3966284,1.3966284,0.16741629185407297,0.4213399031312655,,,,3229,84.83966383398281
BRD-K28573311,BRD-K28573311,6,5,0.0023326548,0.6,-1.3964487,1.3964487,0.16141929035482258,0.4134779874043736,,,,3230,84.8349687778769
BRD-K77221801,BRD-K77221801,4,3,-0.08635802,0.6666666666666666,-1.3960494,1.3960494,0.1584207896051974,0.4083015970233663,,,,3231,84.83027372177098
BRD-K33230547,BRD-K33230547,3,3,-0.09700016,1.0,-1.3957942,1.3957942,0.15542228885557222,0.4039955248150882,,,,3232,84.82557866566506
BRD-K24975719,BRD-K24975719,2,1,-0.16282246,,-1.395717,1.395717,0.1619190404797601,0.4139615464144053,,,,3233,84.82088360955913
BRD-K36940835,BRD-K36940835,2,2,-0.021121932,0.5,-1.3956693,1.3956693,0.16141929035482258,0.4134779874043736,,,,3234,84.8161885534532
BRD-K29635534,BRD-K29635534,2,1,-0.20828907,,-1.3955312,1.3955312,0.16441779110444776,0.41729439141249197,,,,3235,84.81149349734729
BRD-K50570214,BRD-K50570214,2,1,-0.07279579,,-1.3954885,1.3954885,0.15292353823088456,0.4004817952513968,,,,3236,84.80679844124137
BRD-K17674993,diflorasone,19,13,0.024210492,0.5384615384615384,-1.3946846,1.3946846,0.15142428785607195,0.3990085249346129,,,,3237,84.80210338513545
BRD-K51320264,BRD-K51320264,26,9,-0.03659763,0.6666666666666666,-1.394246,1.394246,0.16591704147926037,0.4193505478185317,,,,3238,84.79740832902954
BRD-K20962057,BRD-K20962057,2,2,-0.08855565,0.5,-1.3940113,1.3940113,0.16041979010494753,0.4116603746319611,,,,3239,84.79271327292362
BRD-K25298364,BRD-K25298364,5,5,-0.16501513,1.0,-1.3930175,1.3930175,0.16691654172913542,0.4206786678841386,,,,3240,84.78801821681769
BRD-K35128023,BRD-K35128023,2,1,-0.12253461,,-1.3928072,1.3928072,0.16041979010494753,0.4116603746319611,,,,3241,84.78332316071177
BRD-K31060354,BRD-K31060354,5,4,-0.0854503,0.75,-1.3926958,1.3926958,0.16841579210394803,0.4224079081514353,,,,3242,84.77862810460584
BRD-K13944250,BRD-K13944250,4,3,-0.011095168,0.6666666666666666,-1.3926841,1.3926841,0.16141929035482258,0.4134779874043736,,,,3243,84.77393304849993
BRD-K04669648,BRD-K04669648,2,1,-0.17304611,,-1.3922045,1.3922045,0.1629185407296352,0.41551933888163095,,,,3244,84.76923799239401
BRD-K51207550,ethionamide,4,2,-0.02475051,1.0,-1.3921582,1.3921582,0.15442278860569716,0.40262589968328366,mycolic synthesis inhibitor,,Launched,3245,84.7645429362881
BRD-K70838368,BRD-K70838368,2,1,-0.15862544,,-1.3918598,1.3918598,0.16491754122938532,0.4180645930307877,,,,3246,84.75984788018216
BRD-K86124549,BRD-K86124549,6,5,-0.014065726,0.6,-1.3916924,1.3916924,0.16041979010494753,0.4116603746319611,,,,3247,84.75515282407625
BRD-K05841102,BRD-K05841102,5,5,-0.017141344,0.6,-1.3913852,1.3913852,0.1619190404797601,0.4139615464144053,,,,3248,84.75045776797032
BRD-K60487596,BRD-K60487596,10,5,-0.079714,0.8,-1.3908579,1.3908579,0.16941529235382308,0.42406584931767277,,,,3249,84.7457627118644
BRD-K18183699,BRD-K18183699,4,2,-0.040294122,0.5,-1.3905128,1.3905128,0.1634182908545727,0.4160963750043687,,,,3250,84.74106765575848
BRD-K23728767,BRD-K23728767,6,5,-0.03384314,0.6,-1.3904591,1.3904591,0.16691654172913542,0.4206786678841386,,,,3251,84.73637259965257
BRD-K42251804,BRD-K42251804,5,5,-0.06561306,0.6,-1.3903003,1.3903003,0.1619190404797601,0.4139615464144053,,,,3252,84.73167754354665
BRD-K49384696,lincomycin,3,2,-0.07309252,1.0,-1.3902802,1.3902802,0.15642178910544727,0.40560356539529113,bacterial 30S ribosomal subunit inhibitor,,Launched,3253,84.72698248744072
BRD-K44266302,BRD-K44266302,5,5,-0.0007457619,0.6,-1.3902367,1.3902367,0.1679160419790105,0.4216012941307255,,,,3254,84.7222874313348
BRD-K87510569,RS-504393,19,13,-0.04487942,0.5384615384615384,-1.3891873,1.3891873,0.16491754122938532,0.4180645930307877,CC chemokine receptor antagonist,CCL2|CCR2,Preclinical,3255,84.71759237522889
BRD-K67374281,BRD-K67374281,2,1,-0.085092075,,-1.3890522,1.3890522,0.1744127936031984,0.43110341081055154,,,,3256,84.71289731912296
BRD-K27798440,BRD-K27798440,4,3,0.013764358,0.6666666666666666,-1.3889625,1.3889625,0.16741629185407297,0.4213399031312655,,,,3257,84.70820226301704
BRD-K63233328,BRD-K63233328,4,3,-0.03410938,0.6666666666666666,-1.3888224,1.3888224,0.17391304347826086,0.43061775320198536,,,,3258,84.70350720691113
BRD-K45086103,sulfaguanidine,3,2,0.16991584,1.0,-1.388543,1.388543,0.16041979010494753,0.4116603746319611,bacterial antifolate,,Launched,3259,84.6988121508052
BRD-K07546004,BRD-K07546004,3,3,-0.08585332,0.6666666666666666,-1.3883674,1.3883674,0.17041479260369816,0.42541779977334354,,,,3260,84.69411709469928
BRD-K19838409,BRD-K19838409,4,2,-0.12111493,1.0,-1.3882911,1.3882911,0.1729135432283858,0.42904072195030163,,,,3261,84.68942203859336
BRD-K59404663,BRD-K59404663,4,3,0.0039429693,0.6666666666666666,-1.3880128,1.3880128,0.16141929035482258,0.4134779874043736,,,,3262,84.68472698248743
