pert_id,pert_iname,n_sig,n_cell,senmayo_mean_z,sign_consistency,z_vs_null,reversal_score,p_perm,fdr,moa,target,clinical_phase,rank,percentile
BRD-K44084986,Y-27632,15,8,-0.12376115,1.0,-3.4977274,3.4977274,0.0014992503748125937,0.023342495418957186,rho associated kinase inhibitor,PKIA|PKN2|PRKACA|PRKCE|ROCK1|ROCK2,Preclinical,166,99.2206206864172
BRD-K46504268,BRD-K46504268,5,5,-0.20350596,1.0,-3.4935377,3.4935377,0.0009995002498750624,0.01778475841444357,,,,167,99.21592563031129
BRD-K38842489,BRD-K38842489,5,5,-0.13970265,1.0,-3.4924965,3.4924965,0.0024987506246876563,0.0330154401707335,,,,168,99.21123057420537
BRD-K32159948,BRD-K32159948,3,3,-0.18746686,1.0,-3.4912722,3.4912722,0.0004997501249375312,0.011180859150256805,,,,169,99.20653551809944
BRD-K01607762,BRD-K01607762,4,3,-0.09943872,1.0,-3.4876435,3.4876435,0.0014992503748125937,0.023342495418957186,,,,170,99.20184046199351
BRD-K95850342,BRD-K95850342,2,2,-0.1813479,1.0,-3.476516,3.476516,0.0004997501249375312,0.011180859150256805,,,,171,99.1971454058876
BRD-K68665543,BRD-K68665543,1,1,-0.22617725,,-3.4762635,3.4762635,0.0014992503748125937,0.023342495418957186,,,,172,99.19245034978168
BRD-K80579245,BRD-K80579245,10,7,-0.105071194,0.8571428571428571,-3.4750721,3.4750721,0.0014992503748125937,0.023342495418957186,,,,173,99.18775529367576
BRD-A37444045,hydralazine,3,2,-0.03995436,0.5,-3.4732842,3.4732842,0.0004997501249375312,0.011180859150256805,vasodilator,,Launched,174,99.18306023756985
BRD-A80928489,1-monopalmitin,11,9,-0.067442566,0.8888888888888888,-3.467085,3.467085,0.001999000499750125,0.028460368746108227,,,,175,99.17836518146392
BRD-K47878171,bephenium,4,2,-0.08300208,1.0,-3.4624557,3.4624557,0.0004997501249375312,0.011180859150256805,,,,176,99.17367012535799
BRD-K21630495,BRD-K21630495,4,3,-0.107294895,0.6666666666666666,-3.4616373,3.4616373,0.0004997501249375312,0.011180859150256805,,,,177,99.16897506925207
BRD-K13870698,BRD-K13870698,6,5,-0.12752539,0.8,-3.4605274,3.4605274,0.0014992503748125937,0.023342495418957186,,,,178,99.16428001314615
BRD-K59230034,BRD-K59230034,5,5,-0.08577571,0.6,-3.4522603,3.4522603,0.0009995002498750624,0.01778475841444357,,,,179,99.15958495704024
BRD-A16754160,ampicillin,14,8,-0.027824534,0.625,-3.4520915,3.4520915,0.0009995002498750624,0.01778475841444357,bacterial cell wall synthesis inhibitor,,Launched,180,99.15488990093432
BRD-K59406868,NCI-16221,6,3,-0.13524027,1.0,-3.4490497,3.4490497,0.0009995002498750624,0.01778475841444357,,,,181,99.1501948448284
BRD-K70504303,prednisolone,3,2,-0.18021592,1.0,-3.444981,3.444981,0.0004997501249375312,0.011180859150256805,glucocorticoid receptor agonist,NR3C1|NR3C2|SERPINA6,Launched,182,99.14549978872247
BRD-K28810861,BRD-K28810861,2,1,-0.18054979,,-3.4440486,3.4440486,0.0009995002498750624,0.01778475841444357,,,,183,99.14080473261654
BRD-K56757089,BRD-K56757089,2,1,-0.133387,,-3.4429157,3.4429157,0.0009995002498750624,0.01778475841444357,,,,184,99.13610967651063
BRD-K90177246,tetroquinone,4,2,-0.05459111,0.5,-3.4419537,3.4419537,0.0024987506246876563,0.0330154401707335,,,Preclinical,185,99.13141462040471
BRD-K76710817,BRD-K76710817,6,1,-0.19009648,,-3.4414294,3.4414294,0.0009995002498750624,0.01778475841444357,,,,186,99.1267195642988
BRD-K30644784,BRD-K30644784,3,3,-0.22645932,1.0,-3.4414186,3.4414186,0.0004997501249375312,0.011180859150256805,,,,187,99.12202450819288
BRD-K67778494,BRD-K67778494,72,51,-0.026753997,0.5882352941176471,-3.4411306,3.4411306,0.0009995002498750624,0.01778475841444357,,,,188,99.11732945208695
BRD-K56832078,BRD-K56832078,3,3,-0.1380527,1.0,-3.4410586,3.4410586,0.0009995002498750624,0.01778475841444357,,,,189,99.11263439598103
BRD-K58790952,BRD-K58790952,3,2,-0.12540273,1.0,-3.438301,3.438301,0.0004997501249375312,0.011180859150256805,,,,190,99.1079393398751
BRD-K45591070,BRD-K45591070,3,2,-0.17777137,1.0,-3.435493,3.435493,0.0009995002498750624,0.01778475841444357,,,,191,99.10324428376919
BRD-K27006579,BRD-K27006579,6,5,-0.16700725,1.0,-3.4352994,3.4352994,0.0009995002498750624,0.01778475841444357,,,,192,99.09854922766327
BRD-K29029059,BRD-K29029059,5,5,-0.17800124,1.0,-3.4346035,3.4346035,0.001999000499750125,0.028460368746108227,,,,193,99.09385417155735
BRD-K96352830,BRD-K96352830,6,5,-0.16776544,0.8,-3.4325962,3.4325962,0.0004997501249375312,0.011180859150256805,,,,194,99.08915911545144
BRD-K20272026,BRD-K20272026,6,5,-0.20379871,1.0,-3.4286563,3.4286563,0.0009995002498750624,0.01778475841444357,,,,195,99.0844640593455
BRD-K39255658,BRD-K39255658,4,3,-0.21402577,1.0,-3.4279716,3.4279716,0.0014992503748125937,0.023342495418957186,,,,196,99.07976900323959
BRD-K79664955,BRD-K79664955,4,3,-0.13875729,1.0,-3.41687,3.41687,0.0024987506246876563,0.0330154401707335,,,,197,99.07507394713366
BRD-K43212439,BRD-K43212439,5,5,-0.1664799,0.8,-3.4140146,3.4140146,0.0009995002498750624,0.01778475841444357,,,,198,99.07037889102774
BRD-K40606280,BRD-K40606280,4,2,-0.20707263,1.0,-3.413084,3.413084,0.001999000499750125,0.028460368746108227,,,,199,99.06568383492183
BRD-K08585415,BRD-K08585415,3,2,-0.05943734,0.5,-3.4090583,3.4090583,0.0004997501249375312,0.011180859150256805,,,,200,99.06098877881591
BRD-K47635719,dexamethasone,23,13,-0.096641935,0.8461538461538461,-3.4087143,3.4087143,0.0009995002498750624,0.01778475841444357,glucocorticoid receptor agonist,ANXA1|NOS2|NR0B1|NR3C1|NR3C2,Launched,201,99.05629372270998
BRD-A68820570,BRD-A68820570,15,8,-0.06402747,0.75,-3.4040284,3.4040284,0.0014992503748125937,0.023342495418957186,,,,202,99.05159866660406
BRD-K61751605,BRD-K61751605,2,1,-0.18403068,,-3.403425,3.403425,0.0004997501249375312,0.011180859150256805,,,,203,99.04690361049815
BRD-K95361366,BRD-K95361366,9,6,-0.10701852,0.8333333333333334,-3.4018722,3.4018722,0.0009995002498750624,0.01778475841444357,,,,204,99.04220855439223
BRD-K01493881,apigenin,42,15,-0.014385999,0.6,-3.399431,3.399431,0.0004997501249375312,0.011180859150256805,casein kinase inhibitor|cell proliferation inhibitor,AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1,Preclinical,205,99.0375134982863
BRD-K82041810,BRD-K82041810,4,3,-0.15635015,1.0,-3.3964005,3.3964005,0.001999000499750125,0.028460368746108227,,,,206,99.03281844218039
BRD-A22707317,SB-205384,19,13,-0.04873248,0.6153846153846154,-3.3939955,3.3939955,0.0004997501249375312,0.011180859150256805,GABA receptor modulator,GABRA3|GABRA5|GABRA6,Preclinical,207,99.02812338607447
BRD-A14985772,L-ascorbyl-6-palmitate,12,9,-0.16160661,0.7777777777777778,-3.3916664,3.3916664,0.0029985007496251873,0.03730436183777271,,,Preclinical,208,99.02342832996854
BRD-K78787424,BRD-K78787424,6,1,-0.13866554,,-3.3905473,3.3905473,0.0009995002498750624,0.01778475841444357,,,,209,99.01873327386262
BRD-K67489890,BRD-K67489890,6,5,-0.053539436,0.8,-3.3897853,3.3897853,0.001999000499750125,0.028460368746108227,,,,210,99.0140382177567
BRD-K18739469,BRD-K18739469,17,13,-0.055827662,0.6923076923076923,-3.3866634,3.3866634,0.0009995002498750624,0.01778475841444357,,,,211,99.00934316165079
BRD-K45845523,BRD-K45845523,6,3,-0.0823289,1.0,-3.384985,3.384985,0.0004997501249375312,0.011180859150256805,,,,212,99.00464810554486
BRD-K61635139,BRD-K61635139,5,5,-0.11068543,0.8,-3.382478,3.382478,0.0004997501249375312,0.011180859150256805,,,,213,98.99995304943894
BRD-A92439610,triamcinolone-acetonide,15,8,-0.12891039,1.0,-3.3775027,3.3775027,0.001999000499750125,0.028460368746108227,glucocorticoid receptor agonist|immunosuppressant,NR3C1|SERPINA6,Launched,214,98.99525799333301
BRD-K30456673,BRD-K30456673,6,5,-0.14835136,1.0,-3.3770297,3.3770297,0.0014992503748125937,0.023342495418957186,,,,215,98.9905629372271
BRD-K17906992,BRD-K17906992,4,3,-0.21864137,1.0,-3.374483,3.374483,0.0024987506246876563,0.0330154401707335,,,,216,98.98586788112118
BRD-K65366129,SD-6-035-A3,13,9,-0.06211187,0.7777777777777778,-3.3722398,3.3722398,0.0009995002498750624,0.01778475841444357,,,,217,98.98117282501526
BRD-K12120659,GR-144053,19,13,-0.034442816,0.6923076923076923,-3.3673944,3.3673944,0.001999000499750125,0.028460368746108227,integrin antagonist,ITGA2B|ITGB3,Preclinical,218,98.97647776890935
BRD-K68588778,BRD-K68588778,17,13,-0.11132192,0.6923076923076923,-3.365206,3.365206,0.0014992503748125937,0.023342495418957186,,,,219,98.97178271280342
BRD-K01284917,BRD-K01284917,3,2,-0.13824174,1.0,-3.3647904,3.3647904,0.0004997501249375312,0.011180859150256805,,,,220,98.9670876566975
BRD-K86086755,BRD-K86086755,6,5,-0.12018639,1.0,-3.3609567,3.3609567,0.0004997501249375312,0.011180859150256805,,,,221,98.96239260059157
BRD-K71731651,PNU-120596,19,13,-0.122421,0.8461538461538461,-3.3609517,3.3609517,0.0009995002498750624,0.01778475841444357,acetylcholine receptor agonist,CHRNA7,Preclinical,222,98.95769754448565
BRD-K82481048,prednisolone,3,2,-0.059299614,0.5,-3.3601642,3.3601642,0.0014992503748125937,0.023342495418957186,glucocorticoid receptor agonist,NR3C1|NR3C2|SERPINA6,Launched,223,98.95300248837974
BRD-K30189597,SYK-inhibitor,19,13,-0.03429676,0.5384615384615384,-3.3569543,3.3569543,0.0009995002498750624,0.01778475841444357,,,,224,98.94830743227382
BRD-K20216424,BRD-K20216424,5,5,-0.11877233,0.8,-3.3563957,3.3563957,0.0024987506246876563,0.0330154401707335,,,,225,98.9436123761679
BRD-K79239947,PF-573228,114,19,-0.025237335,0.631578947368421,-3.3542852,3.3542852,0.0024987506246876563,0.0330154401707335,focal adhesion kinase inhibitor,CDK1|CDK2|CDK7|GSK3B|IKBKB,Preclinical,226,98.93891732006198
BRD-K75296800,BRD-K75296800,13,9,-0.06862391,0.7777777777777778,-3.3534815,3.3534815,0.001999000499750125,0.028460368746108227,,,,227,98.93422226395604
BRD-K39158620,BRD-K39158620,2,1,-0.23082817,,-3.350449,3.350449,0.0009995002498750624,0.01778475841444357,,,,228,98.92952720785013
BRD-A82238138,budesonide,15,8,-0.07146314,0.75,-3.3456495,3.3456495,0.0024987506246876563,0.0330154401707335,glucocorticoid receptor agonist,NR3C1,Launched,229,98.92483215174421
BRD-M58692868,BRD-M58692868,2,1,-0.21690544,,-3.341957,3.341957,0.0014992503748125937,0.023342495418957186,,,,230,98.9201370956383
BRD-K13428252,BRD-K13428252,4,3,-0.050014213,0.6666666666666666,-3.3286033,3.3286033,0.0004997501249375312,0.011180859150256805,,,,231,98.91544203953238
BRD-K63175663,BRD-K63175663,30,14,-0.04607038,0.6428571428571429,-3.3240676,3.3240676,0.0029985007496251873,0.03730436183777271,,,,232,98.91074698342646
BRD-K80848452,BRD-K80848452,7,6,-0.09228228,0.6666666666666666,-3.322363,3.322363,0.0004997501249375312,0.011180859150256805,,,,233,98.90605192732053
BRD-K99615821,BRD-K99615821,2,1,-0.13751838,,-3.322232,3.322232,0.0009995002498750624,0.01778475841444357,,,,234,98.9013568712146
BRD-K89493095,BRD-K89493095,6,6,-0.06761514,0.8333333333333334,-3.3154454,3.3154454,0.0004997501249375312,0.011180859150256805,,,,235,98.89666181510869
BRD-K77643021,BRD-K77643021,2,2,-0.2694957,1.0,-3.314568,3.314568,0.0009995002498750624,0.01778475841444357,,,,236,98.89196675900277
BRD-K50387473,XMD-892,179,27,-0.06819492,0.7407407407407407,-3.3102467,3.3102467,0.001999000499750125,0.028460368746108227,,,,237,98.88727170289685
BRD-K74245085,BRD-K74245085,7,6,-0.12786917,0.8333333333333334,-3.3071868,3.3071868,0.0004997501249375312,0.011180859150256805,,,,238,98.88257664679094
BRD-K43571060,IQ1,6,3,-0.02618242,0.6666666666666666,-3.3047242,3.3047242,0.0009995002498750624,0.01778475841444357,,,,239,98.877881590685
BRD-K81709173,halcinonide,19,13,-0.05304561,0.6923076923076923,-3.3011162,3.3011162,0.0014992503748125937,0.023342495418957186,glucocorticoid receptor agonist,NR3C1,Launched,240,98.87318653457908
BRD-K73293050,WZ-3146,18,14,-0.06285915,0.6428571428571429,-3.2914722,3.2914722,0.0014992503748125937,0.023342495418957186,EGFR inhibitor,EGFR,Preclinical,241,98.86849147847316
BRD-K06514792,BRD-K06514792,3,3,-0.23494133,1.0,-3.2911916,3.2911916,0.0014992503748125937,0.023342495418957186,,,,242,98.86379642236724
BRD-K16026651,BRD-K16026651,4,2,-0.13659471,1.0,-3.2879436,3.2879436,0.0024987506246876563,0.0330154401707335,,,,243,98.85910136626133
BRD-U44618005,WH-4023,18,14,-0.08693508,0.7857142857142857,-3.287705,3.287705,0.0014992503748125937,0.023342495418957186,,,,244,98.85440631015541
BRD-K50384076,"7,4'-dihydroxyflavone",11,9,-0.039488297,0.7777777777777778,-3.2818494,3.2818494,0.001999000499750125,0.028460368746108227,,,,245,98.84971125404948
BRD-K60994540,BRD-K60994540,3,3,-0.10925366,0.6666666666666666,-3.278611,3.278611,0.0014992503748125937,0.023342495418957186,,,,246,98.84501619794356
BRD-K45988865,tetramethylsilane,19,13,-0.031022534,0.6153846153846154,-3.2770352,3.2770352,0.0014992503748125937,0.023342495418957186,,,,247,98.84032114183765
BRD-K66847579,WZ-7043,180,27,-0.062149595,0.8148148148148148,-3.2767472,3.2767472,0.0014992503748125937,0.023342495418957186,,,,248,98.83562608573172
BRD-K02010139,BRD-K02010139,6,5,-0.16654319,0.8,-3.2761219,3.2761219,0.0024987506246876563,0.0330154401707335,,,,249,98.8309310296258
BRD-K79788021,BRD-K79788021,6,6,-0.13052854,0.8333333333333334,-3.2755518,3.2755518,0.001999000499750125,0.028460368746108227,,,,250,98.82623597351989
BRD-K29328696,BRD-K29328696,3,3,-0.12075017,1.0,-3.2732258,3.2732258,0.0014992503748125937,0.023342495418957186,,,,251,98.82154091741397
BRD-K79422060,BRD-K79422060,5,5,-0.084327035,0.8,-3.2654245,3.2654245,0.0034982508745627187,0.04162527674710131,,,,252,98.81684586130804
BRD-K73819439,BRD-K73819439,11,8,-0.059242018,0.625,-3.2645504,3.2645504,0.0009995002498750624,0.01778475841444357,,,,253,98.81215080520212
BRD-K26760349,HG-9-91-01,132,22,-0.010794124,0.5,-3.264439,3.264439,0.0009995002498750624,0.01778475841444357,,,,254,98.8074557490962
BRD-K12092185,BRD-K12092185,6,2,-0.15557279,1.0,-3.2639134,3.2639134,0.0009995002498750624,0.01778475841444357,,,,255,98.80276069299028
BRD-K71696703,triflusal,4,2,-0.13349077,1.0,-3.263472,3.263472,0.001999000499750125,0.028460368746108227,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,NFKB1|NOS2|PDE10A|PTGS1,Launched,256,98.79806563688436
BRD-K83705009,BRD-K83705009,3,3,-0.14145237,0.6666666666666666,-3.2609532,3.2609532,0.0014992503748125937,0.023342495418957186,,,,257,98.79337058077844
BRD-K84639586,BRD-K84639586,4,3,-0.19660473,1.0,-3.2603335,3.2603335,0.001999000499750125,0.028460368746108227,,,,258,98.78867552467253
BRD-K19885561,RDR-01440SC,13,9,-0.1723109,0.7777777777777778,-3.2583885,3.2583885,0.0029985007496251873,0.03730436183777271,,,,259,98.7839804685666
BRD-K98463649,BRD-K98463649,2,1,-0.16429253,,-3.2578743,3.2578743,0.0004997501249375312,0.011180859150256805,,,,260,98.77928541246068
BRD-A03520402,ST-014366,13,9,-0.02824641,0.7777777777777778,-3.2551043,3.2551043,0.0014992503748125937,0.023342495418957186,,,,261,98.77459035635476
BRD-K58733842,BRD-K58733842,3,2,-0.13580443,1.0,-3.2484438,3.2484438,0.0014992503748125937,0.023342495418957186,,,,262,98.76989530024883
BRD-K19982400,BRD-K19982400,4,3,-0.045974776,0.6666666666666666,-3.243075,3.243075,0.001999000499750125,0.028460368746108227,,,,263,98.76520024414292
BRD-A95696820,acadesine,11,9,-0.019572228,0.5555555555555556,-3.2422051,3.2422051,0.0009995002498750624,0.01778475841444357,AMPK activator,,Phase 3,264,98.760505188037
BRD-K60826706,BRD-K60826706,3,2,-0.11086521,1.0,-3.2418818,3.2418818,0.0014992503748125937,0.023342495418957186,,,,265,98.75581013193107
BRD-K67188562,BRD-K67188562,3,3,-0.18353352,1.0,-3.2405858,3.2405858,0.0009995002498750624,0.01778475841444357,,,,266,98.75111507582515
BRD-K15559773,BRD-K15559773,4,2,-0.08298305,1.0,-3.2367806,3.2367806,0.0014992503748125937,0.023342495418957186,,,,267,98.74642001971924
BRD-K68303822,BRD-K68303822,2,1,-0.16031064,,-3.2300913,3.2300913,0.0024987506246876563,0.0330154401707335,,,,268,98.74172496361332
BRD-A79803969,memantine,15,8,-0.15327051,0.875,-3.2294545,3.2294545,0.0029985007496251873,0.03730436183777271,glutamate receptor antagonist,,Launched,269,98.73702990750739
BRD-K60174629,z-prolyl-prolinal,19,13,-0.053406525,0.6153846153846154,-3.2288475,3.2288475,0.0024987506246876563,0.0330154401707335,,,,270,98.73233485140148
BRD-K70558234,BRD-K70558234,2,2,-0.24896766,1.0,-3.2268608,3.2268608,0.0024987506246876563,0.0330154401707335,,,,271,98.72763979529554
BRD-K56014252,BRD-K56014252,5,5,-0.23074546,1.0,-3.225949,3.225949,0.0034982508745627187,0.04162527674710131,,,,272,98.72294473918963
BRD-K21139275,BRD-K21139275,2,1,-0.3119401,,-3.2200181,3.2200181,0.0014992503748125937,0.023342495418957186,,,,273,98.71824968308371
BRD-K37654434,BRD-K37654434,2,1,-0.14931333,,-3.2200096,3.2200096,0.0024987506246876563,0.0330154401707335,,,,274,98.7135546269778
BRD-K83718139,BRD-K83718139,4,3,-0.121059716,1.0,-3.2179043,3.2179043,0.0029985007496251873,0.03730436183777271,,,,275,98.70885957087188
BRD-K15989099,BRD-K15989099,2,1,-0.15264428,,-3.2128294,3.2128294,0.0014992503748125937,0.023342495418957186,,,,276,98.70416451476595
BRD-K65124508,BRD-K65124508,7,6,-0.21849258,0.8333333333333334,-3.2125413,3.2125413,0.001999000499750125,0.028460368746108227,,,,277,98.69946945866003
BRD-A10386413,ascorbic-acid,6,1,-0.14299086,,-3.2110913,3.2110913,0.0024987506246876563,0.0330154401707335,antioxidant,SLC23A1|SLC23A2,Launched,278,98.6947744025541
BRD-A61273891,aflatoxin-b1,3,1,-0.07075358,,-3.2095344,3.2095344,0.001999000499750125,0.028460368746108227,,,,279,98.69007934644819
BRD-K16254782,BRD-K16254782,2,2,-0.18750708,1.0,-3.2074547,3.2074547,0.001999000499750125,0.028460368746108227,,,,280,98.68538429034227
BRD-K54642063,BRD-K54642063,5,5,-0.15608858,1.0,-3.2059877,3.2059877,0.0014992503748125937,0.023342495418957186,,,,281,98.68068923423635
BRD-K81473043,tanespimycin,65,54,-0.034026224,0.6481481481481481,-3.2034879,3.2034879,0.0029985007496251873,0.03730436183777271,HSP inhibitor,HSP90AA1,Phase 3,282,98.67599417813044
BRD-K40630529,BRD-K40630529,2,1,-0.18898728,,-3.2027848,3.2027848,0.001999000499750125,0.028460368746108227,,,,283,98.67129912202451
BRD-K95118263,BRD-K95118263,8,1,-0.13916928,,-3.2010531,3.2010531,0.0014992503748125937,0.023342495418957186,,,,284,98.66660406591859
BRD-K22676415,BRD-K22676415,4,3,-0.21920921,1.0,-3.2001157,3.2001157,0.0014992503748125937,0.023342495418957186,,,,285,98.66190900981266
BRD-K61237522,BRD-K61237522,15,8,-0.13799387,1.0,-3.1998777,3.1998777,0.0009995002498750624,0.01778475841444357,,,,286,98.65721395370674
BRD-A92177080,betamethasone-acetate,23,13,-0.022268508,0.6923076923076923,-3.1985443,3.1985443,0.0034982508745627187,0.04162527674710131,glucocorticoid receptor agonist,NR3C1,Launched,287,98.65251889760083
BRD-K39613698,BRD-K39613698,6,5,-0.11260674,0.8,-3.1976292,3.1976292,0.0024987506246876563,0.0330154401707335,,,,288,98.64782384149491
BRD-K09879686,BRD-K09879686,2,1,-0.17405069,,-3.1946974,3.1946974,0.001999000499750125,0.028460368746108227,,,,289,98.643128785389
BRD-K19472114,BRD-K19472114,2,1,-0.14191154,,-3.1878324,3.1878324,0.0029985007496251873,0.03730436183777271,,,,290,98.63843372928307
BRD-A24397426,nadifloxacin,4,2,-0.066937156,0.5,-3.1863286,3.1863286,0.0014992503748125937,0.023342495418957186,bacterial DNA gyrase inhibitor,,Launched,291,98.63373867317713
BRD-K41859756,NVP-AUY922,143,56,-0.048889745,0.6785714285714286,-3.1802635,3.1802635,0.0014992503748125937,0.023342495418957186,HSP inhibitor,HSP90AA1|HSP90AB1,Phase 2,292,98.62904361707122
BRD-K14428604,BRD-K14428604,2,2,-0.11126672,1.0,-3.1797266,3.1797266,0.0014992503748125937,0.023342495418957186,,,,293,98.6243485609653
BRD-K47558670,BRD-K47558670,4,2,-0.21350192,1.0,-3.1788893,3.1788893,0.0024987506246876563,0.0330154401707335,,,,294,98.61965350485939
BRD-K49328571,dasatinib,719,32,-0.026086066,0.59375,-3.1780088,3.1780088,0.0024987506246876563,0.0330154401707335,Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor|tyrosine kinase inhibitor,ABL1|ABL2|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|STAT5B|YES1,Launched,295,98.61495844875347
BRD-K23875128,RHO-kinase-inhibitor-III[rockout],107,56,-0.06679084,0.7857142857142857,-3.1755645,3.1755645,0.0014992503748125937,0.023342495418957186,,,,296,98.61026339264754
BRD-K93570498,BRD-K93570498,3,3,-0.13361305,0.6666666666666666,-3.1754932,3.1754932,0.0014992503748125937,0.023342495418957186,,,,297,98.60556833654162
BRD-K67763841,BRD-K67763841,5,5,-0.13219629,0.6,-3.1690514,3.1690514,0.0004997501249375312,0.011180859150256805,,,,298,98.60087328043569
BRD-K16940042,BRD-K16940042,12,8,-0.07149217,0.625,-3.166409,3.166409,0.001999000499750125,0.028460368746108227,,,,299,98.59617822432978
BRD-K20278954,BRD-K20278954,4,2,-0.103282556,1.0,-3.16412,3.16412,0.0014992503748125937,0.023342495418957186,,,,300,98.59148316822386
