pert_id,pert_iname,is_positive_control,canonical_smiles,senmayo_mean_z,reversal_score,gps_discrete_score,gps_continuous_score
BRD-K62056274,N-methylquipazine,False,CN1CCN(CC1)c1ccc2ccccc2n1,0.027154552,0.74589306,-0.0,-0.0031855053
BRD-K55992427,BRD-K55992427,False,Fc1ccccc1-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)c1ccc2OCOc2c1,-0.010447484,0.083268546,-0.0,-0.12832399
BRD-K01800462,BRD-K01800462,False,COCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4ccc(F)cc4)CC[C@@H]3N(C)C(=O)c2c1,-0.014491222,1.0745578,-0.0,-0.11891142
BRD-K92740670,BRD-K92740670,False,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)NC3CCCCC3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,-0.051109534,1.225611,-0.0,0.04284744
BRD-K59317601,MLN-0128,False,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,0.18402031,-0.1933893,-0.016260162601626018,-0.3331595
BRD-K63494246,BRD-K63494246,False,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@H]2CCCN2C)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45,-0.043733135,0.020882577,-0.0,-0.05280066
BRD-K20112532,BRD-K20112532,False,Nc1c(C#N)sc2nc(cc(c3ccc(Cl)cc3)c12)C4CC4,0.028341161,-0.96097064,-0.0,-0.02868827
BRD-K04192660,BRD-K04192660,False,OC[C@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)CN1CCOCC1)c1ccc(cc1)-c1cccc(F)c1,-0.10741291,1.0174345,-0.0,-0.090879254
BRD-K18351060,BRD-K18351060,False,COC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2CCC(F)(F)F)O1,0.036567703,-2.2173176,-0.0,-0.017321495
BRD-K67489890,BRD-K67489890,False,OC[C@@H]1[C@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@H]2N(CC2CC2)[C@H]1C(=O)N1CCCCC1,-0.053539436,3.3897853,0.032520325203252036,-0.015421
BRD-K67628477,BRD-K67628477,False,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccc(cc3)C(F)(F)F)ccc2OC[C@@H](C)NC[C@H]1C,-0.10502757,0.8626243,-0.0,-0.29465532
BRD-K78105568,BRD-K78105568,False,COc1ccc(CN2C[C@]3(CN(C3)C(=O)c3ccccc3)c3c([nH]c4cc(OC)ccc34)[C@H]2CO)cc1,-0.012407066,-1.0219456,-0.04065040650406504,-0.39638367
BRD-K01711704,BRD-K01711704,False,OC[C@H]1O[C@@H](CC(=O)NCc2ccc(Oc3ccccc3)cc2)CC[C@H]1NC(=O)c1ccc2OCOc2c1,0.008327451,1.1060494,-0.0,-0.11536167
BRD-K50893227,BRD-K50893227,False,OC[C@@H]1[C@@H]([C@H](CNC(=O)c2ccncc2)N1CC1CCCC1)c1ccccc1,-0.04217144,-0.2050327,-0.0,-0.018546011
BRD-K75674991,BRD-K75674991,False,CN(C)CC#Cc1ccc(cc1)[C@H]1[C@H](CO)N2CCCCN(C[C@H]12)C(=O)C1CC1,-0.1274673,0.7387021,-0.0,-0.123274
BRD-K50112803,BRD-K50112803,False,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O,0.009486781,1.5446626,-0.0,-0.17284635
BRD-K79259004,BRD-K79259004,False,COc1ccc(CN(C)C[C@H]2Oc3c(NS(=O)(=O)C)cccc3C(=O)N(C[C@@H]2C)[C@H](C)CO)cc1,-0.0131208105,-0.25663581,-0.0,-0.20391017
BRD-K37846922,"3,3'-diindolylmethane",False,C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,-0.032513984,-0.5377959,-0.0,-0.116457574
BRD-K48052985,BRD-K48052985,False,CO[C@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H](C)N(C)C[C@@H]1C,-0.21330853,2.2191105,-0.0,-0.17943093
BRD-K74314059,BRD-K74314059,False,CO[C@@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](OC)[C@H](C)C(=O)N(C)C[C@H]1O2)C#N,-0.082394816,0.65852046,-0.008130081300813009,-0.1818565
BRD-K10562742,BRD-K10562742,False,OC[C@H]1O[C@@H](CCNC(=O)c2cc(Cl)cc(Cl)c2)CC[C@H]1NC(=O)C1CCOCC1,-0.025517756,0.81132567,-0.0,0.02984056
BRD-K41390249,BRD-K41390249,False,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc5OCOc5c4)cc3C1=O,-0.20810595,1.7189442,-0.0,-0.022997662
BRD-K06280926,BRD-K06280926,False,CN(C)C(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4ccc(F)cc4)cc3C(=O)N2C)O1,-0.005657137,-0.6096824,-0.0,-0.19634438
BRD-K05025838,BRD-K05025838,False,COc1cccc(c1)C(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)NCCCN4CCOCC4)CC[C@@H]3N(C)C(=O)c2c1,0.034983747,-0.8552401,-0.0,-0.21209285
BRD-K57696989,BRD-K57696989,False,CN1[C@H]2CC[C@@H](CC(=O)N3CCOCC3)O[C@H]2COc2ccc(NS(C)(=O)=O)cc2C1=O,-0.05593873,0.12801726,-0.0,-0.044606972
BRD-K84987553,MDM2-inhibitor,False,OB(O)c1ccc(cc1)C(=O)/C=C/c2ccc(I)cc2,-0.099565156,2.4572399,-0.032520325203252036,-0.2227978
BRD-K83289131,CAY-10618,False,O=C(CCCCCCCn1cc(nn1)-c1cccnc1)Nc1ccccc1-c1ccccc1,0.09852745,-3.8406312,-0.43902439024390244,-0.7160029
BRD-K01192156,tyrphostin-AG-112,False,NC(=C(C#N)C#N)/C(=C/c1ccc(O)cc1)/C#N,0.03575306,-2.435126,-0.0,-0.027306102
BRD-K86250672,BRD-K86250672,False,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCC2)Oc3ncc(C#Cc4ccccn4)cc3C1=O,0.0811735,-1.4016441,-0.0,-0.32005668
BRD-K47272214,BRD-K47272214,False,COCC#Cc1ccc2c(O[C@H](CN(C)S(=O)(=O)c3ccc(OC)cc3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,-0.034641106,2.048447,-0.0,0.07312564
BRD-K43498025,BRD-K43498025,False,COc1ccc(NC(=O)N2C[C@H]3[C@@H]([C@@H](CO)N3C(=O)C2)c2ccc(cc2)C2=CCCC2)cc1,0.08304373,-1.7834625,-0.008130081300813009,-0.11551021
BRD-K48927563,BRD-K48927563,False,C[C@@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)c4ccc5OCOc5c4)cc23)[C@@H](CO)O1)c6ccccc6,0.0727169,-1.3764474,-0.04065040650406504,-0.4309291
BRD-K02409808,BRD-K02409808,False,OC[C@@H]1O[C@H](CCn2cc(Cc3ccccc3)nn2)CC[C@@H]1NS(=O)(=O)c1ccccc1F,0.009844802,-0.45817974,-0.0,-0.19010544
BRD-K06891569,BRD-K06891569,False,O[C@@H]1COC[C@@H]2O[C@@H](CC(=O)NCC3CCCCC3)CC[C@H]2N(C1)C(=O)Nc1ccc(Cl)cc1,-0.0046625244,0.6994822,-0.008130081300813009,-0.096934825
BRD-K57309821,BRD-K57309821,False,COc1ccc2nc3n(CC(C)C)nc(NC(=O)CC(C)C)c3cc2c1,-0.02814783,1.3022058,-0.0,-0.268683
BRD-A26845397,isamoltane,False,CC(C)NCC(O)COc1ccccc1-n1cccc1,-0.0614302,1.628252,-0.0,-0.05384267
BRD-K71292008,BRD-K71292008,False,CC(C)C[C@@H]1NC(=O)[C@@H]2C[C@@H]([C@@H](N2C1=O)c3ccc(O)cc3)C(=O)OCCOc4ccc(cc4)[C@@H]5N6[C@H]([C@H](C(=O)OCC=C)[C@@]57C(=O)Nc8ccccc87)C(=O)O[C@H]([C@H]6c9ccccc9)c%10ccccc%10,-0.03863551,2.281134,-0.0,-0.252347
BRD-K19812755,KU-C104224,False,O=c1n(sc2ccc(cc12)C#N)-c1ccccc1,-0.09541856,0.08471526,-0.0,-0.024824074
BRD-K85305147,SA-424755,False,COc1ccc(NC(=O)Nc2ccc3O[C@@H](C)CCCCO[C@@H](CN(C)S(=O)(=O)c4ccc(F)cc4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2)cc1,0.36616954,-4.4573584,-0.0,-0.118230484
BRD-K54391669,BRD-K54391669,False,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)N[C@@H](C)c2ccccc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45,-0.09530942,1.2563888,-0.008130081300813009,-0.08565908
BRD-K44079161,BRD-K44079161,False,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C1=O,0.097962864,-1.6025437,-0.0,-0.1225231
BRD-K25560306,BRD-K25560306,False,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C)OCc3ccccc3-c4ccccc4C1=O,-0.023605134,-1.1986187,-0.0,-0.20379014
BRD-K86059888,BRD-K86059888,False,CO[C@@H](CN(C)Cc1ccc(cc1)-c1ccccn1)[C@@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(F)cc1,-0.12061956,1.6849097,-0.04878048780487805,-0.37794745
BRD-K85770991,BRD-K85770991,False,CN(C)c1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NCc4cc(F)ccc4F)O[C@H]3CO)c2c1,0.00089827686,1.7339714,-0.016260162601626018,-0.47228312
BRD-K05858751,BRD-K05858751,False,CN(C)C(=O)c1ccc(cc1)-c1ccc2N(C)[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)C1CCC1,0.05666859,-0.68500936,-0.0,-0.27153468
BRD-K11880681,BRD-K11880681,False,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2C)OCc3ccccc3-c4ccccc4C1=O,0.012873978,0.08416829,-0.0,-0.16540441
BRD-K00664012,BRD-K00664012,False,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O,0.008691769,0.19053414,-0.0,-0.095747605
BRD-K09927308,BRD-K09927308,False,OC[C@H]1[C@@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@H]([C@@H]1C(=O)NC1CCCC1)N2C(=O)c1ccccc1,0.14723718,-1.5491053,-0.08943089430894309,-0.436633
BRD-K74823284,BRD-K74823284,False,CN(C)c1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NCc4ccccn4)O[C@@H]3CO)c2c1,-0.07699231,0.35928062,-0.0,-0.13777581
BRD-K87300242,BRD-K87300242,False,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2OC[C@H](C)NC[C@H]1C,0.19930656,-0.42105722,-0.0,-0.06600811
BRD-K08996802,BRD-K08996802,False,CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H]2CN(Cc3cncnc3)C[C@@H]1N2,-0.03755063,-0.072391145,-0.0,-0.0281092
BRD-K30606628,KU-C104233,False,Fc1cccc(c1)-c1cc(N2CCN(CC2)C(=O)c2ccoc2)n2nc(cc2n1)-c1cccc(Cl)c1,0.061553355,-3.949057,-0.2845528455284553,-0.59734154
